stn    time           tre200dx  tre200dn  tre200d0
INNLUZ 20180424           24.5      11.8      17.4
INNLUZ 20180425           26.8      12.2      19.8
INNLUZ 20180426           16.5      12.3      13.7
INNLUZ 20180427           24.4       8.8      16.5
INNLUZ 20180428           23.9      12.5      18.1
INNLUZ 20180429           23.7      13.0      18.6
INNLUZ 20180430           16.7       8.3      13.1
INNLUZ 20180501           13.6       8.9      10.8
INNLUZ 20180502           14.4      10.5      12.0
INNLUZ 20180503           14.2      10.4      12.1
INNLUZ 20180504           19.8      12.9      16.4
INNLUZ 20180505           22.7      13.7      18.0
INNLUZ 20180506           23.6      13.1      17.7
INNLUZ 20180507           25.7      12.4      18.6
INNLUZ 20180508           27.5      12.2      20.1
INNLUZ 20180509              -         -      18.0
INNLUZ 20180510           14.8      11.4      13.1
INNLUZ 20180511           23.1       9.7      16.2
INNLUZ 20180512           27.1      13.1      20.3
INNLUZ 20180513           18.3      11.6      14.5
INNLUZ 20180514           16.0      10.3      12.8
INNLUZ 20180515           14.7       9.9      12.1
INNLUZ 20180516           13.1      10.6      11.8
INNLUZ 20180517           16.1      11.0      13.3
INNLUZ 20180518           23.3       9.7      15.7
INNLUZ 20180519           21.8      11.0      15.2
INNLUZ 20180520           18.8      12.1      15.1
INNLUZ 20180521           26.6      11.3      18.4
INNLUZ 20180522           26.1      12.7      18.6
INNLUZ 20180523           23.8      13.2      17.7
INNLUZ 20180524           24.9      13.6      19.4
INNLUZ 20180525           29.3      13.9      21.7
INNLUZ 20180526           30.0      16.1      22.6
INNLUZ 20180527           27.9      15.8      22.3
INNLUZ 20180528           29.2      17.4      23.4
INNLUZ 20180529           25.7      17.4      20.8
INNLUZ 20180530           30.1      15.6      22.5
INNLUZ 20180531           27.6      16.0      21.5
INNLUZ 20180601           26.0      13.6      20.0
INNLUZ 20180602           27.8      16.2      22.0
INNLUZ 20180603           28.8      16.9      22.8
INNLUZ 20180604           28.5      18.3      22.6
INNLUZ 20180605           28.8      17.8      23.3
INNLUZ 20180606              -         -      22.7
INNLUZ 20180607           27.0      17.4      21.6
INNLUZ 20180608           27.3      17.7      20.9
INNLUZ 20180609           28.3      16.7      21.8
INNLUZ 20180610           27.8      17.0      22.8
INNLUZ 20180611           24.6      17.1      20.3
INNLUZ 20180612           22.1      16.1      18.2
INNLUZ 20180613           16.2      12.1      14.0
INNLUZ 20180614           22.8      10.9      16.8
INNLUZ 20180615           25.8      13.3      19.5
INNLUZ 20180616           27.2      14.3      21.3
INNLUZ 20180617           25.2      18.0      20.3
INNLUZ 20180618           26.5      17.6      21.5
INNLUZ 20180619           29.3      16.7      22.9
INNLUZ 20180620           32.2      17.5      24.8
INNLUZ 20180621           32.3      18.0      25.3
INNLUZ 20180622           23.5      15.0      18.8
INNLUZ 20180623           24.3      12.5      18.8
INNLUZ 20180624           22.5      13.8      18.5
INNLUZ 20180625           24.3      16.3      20.1
INNLUZ 20180626           28.1      14.1      21.7
INNLUZ 20180627           28.9      16.8      22.4
INNLUZ 20180628           26.2      15.8      20.6
INNLUZ 20180629           26.8      16.5      21.8
INNLUZ 20180630           32.4      17.8      25.4
INNLUZ 20180701           32.7      20.0      26.0
INNLUZ 20180702           32.0      19.3      25.3
INNLUZ 20180703           26.9      19.4      22.8
INNLUZ 20180704           30.9      19.3      24.7
INNLUZ 20180705           22.2      16.2      18.8
INNLUZ 20180706           18.7      15.8      17.3
INNLUZ 20180707           28.1      14.7      21.4
INNLUZ 20180708           29.7      16.7      23.4
INNLUZ 20180709           30.1      17.8      24.1
INNLUZ 20180710           25.6      19.2      22.2
INNLUZ 20180711           25.0      16.9      20.4
INNLUZ 20180712           27.7      14.3      21.6
INNLUZ 20180713           30.6      16.2      24.0
INNLUZ 20180714           31.4      18.0      24.8
INNLUZ 20180715           30.5      16.3      21.2
INNLUZ 20180716           30.9      14.6      23.0
INNLUZ 20180717           30.0      17.7      22.4
INNLUZ 20180718           31.7      16.3      24.2
INNLUZ 20180719           32.4      18.7      25.8
INNLUZ 20180720           31.0      17.5      23.1
INNLUZ 20180721           22.5      16.8      19.4
INNLUZ 20180722           27.3      17.8      21.7
INNLUZ 20180723           27.7      19.3      22.7
INNLUZ 20180724           30.1      17.5      24.4
INNLUZ 20180725           33.6      20.8      26.9
INNLUZ 20180726           34.6      19.7      27.2
INNLUZ 20180727           33.9      19.9      26.8
INNLUZ 20180728           25.7      19.3      22.5
INNLUZ 20180729           32.9      17.8      25.2
INNLUZ 20180730              -         -         -
INNLUZ 20180731              -         -         -
INNLUZ 20180801           34.5      22.5      27.1
INNLUZ 20180802           32.9      21.0      27.0
INNLUZ 20180803           35.4      21.9      28.5
INNLUZ 20180804           36.2      22.8      28.9
INNLUZ 20180805           36.2      22.7      29.4
INNLUZ 20180806              -         -      26.7
INNLUZ 20180807           33.0      21.9      26.0
INNLUZ 20180808           30.2      20.1      24.2
INNLUZ 20180809           32.1      18.4      22.1
INNLUZ 20180810           23.7      16.1      19.7
INNLUZ 20180811           26.4      15.5      20.8
INNLUZ 20180812           29.9      15.5      22.8
INNLUZ 20180813           27.6      17.7      21.3
INNLUZ 20180814           22.8      16.7      18.4
INNLUZ 20180815           28.0      15.3      21.0
INNLUZ 20180816           30.5      16.2      22.8
INNLUZ 20180817           29.5      18.1      22.4
INNLUZ 20180818           27.6      19.3      22.8
INNLUZ 20180819           30.5      19.9      24.6
INNLUZ 20180820           31.6      19.4      25.0
INNLUZ 20180821           31.7      19.0      25.2
INNLUZ 20180822           32.4      19.7      25.9
INNLUZ 20180823           29.9      18.6      23.3
INNLUZ 20180824           23.1      15.7      19.1
INNLUZ 20180825           17.7      11.6      14.8
INNLUZ 20180826           21.3      10.2      15.3
INNLUZ 20180827           26.6      14.9      20.1
INNLUZ 20180828           29.1      15.5      21.9
INNLUZ 20180829           29.8      17.5      20.9
INNLUZ 20180830           18.1      15.7      17.1
INNLUZ 20180831           16.7      13.3      15.2
INNLUZ 20180901           14.6      12.5      13.4
INNLUZ 20180902           17.0      12.6      14.8
INNLUZ 20180903           20.2      14.0      16.7
INNLUZ 20180904           25.2      12.8      18.5
INNLUZ 20180905           26.6      13.9      19.9
INNLUZ 20180906           24.7      15.5      19.1
INNLUZ 20180907           21.9      15.8      18.1
INNLUZ 20180908           25.3      14.2      19.3
INNLUZ 20180909           27.1      14.4      20.3
INNLUZ 20180910           27.7      16.6      21.3
INNLUZ 20180911           29.3      15.3      21.6
INNLUZ 20180912           29.6      16.3      22.8
INNLUZ 20180913           26.5      17.3      20.6
INNLUZ 20180914           22.1      16.9      19.1
INNLUZ 20180915           23.1      15.8      19.0
INNLUZ 20180916           22.4      13.6      18.4
INNLUZ 20180917              -         -      20.7
INNLUZ 20180918           26.1      16.7      20.1
INNLUZ 20180919           27.6      15.9      21.2
INNLUZ 20180920           28.4      16.1      21.5
INNLUZ 20180921           26.3      12.1      19.8
INNLUZ 20180922           19.6      11.9      15.8
INNLUZ 20180923           28.8      12.4      20.4
INNLUZ 20180924           15.1       8.5      11.8
INNLUZ 20180925           17.9       7.2      11.8
INNLUZ 20180926           19.8       6.7      13.0
INNLUZ 20180927           23.1      10.6      15.8
INNLUZ 20180928           24.0      11.8      18.0
INNLUZ 20180929           16.7      12.1      14.3
INNLUZ 20180930           21.3       9.7      15.0
INNLUZ 20181001           13.1       9.1      10.6
INNLUZ 20181002           14.7       7.3      11.4
INNLUZ 20181003           18.6      11.1      14.3
INNLUZ 20181004           18.6      10.8      13.7
INNLUZ 20181005           22.1       9.8      14.5
INNLUZ 20181006           22.6      12.0      16.4
INNLUZ 20181007           20.8      13.4      16.6
INNLUZ 20181008           17.4      13.0      14.9
INNLUZ 20181009           20.5      12.8      16.0
INNLUZ 20181010           23.3      12.5      16.4
INNLUZ 20181011              -         -      14.7
INNLUZ 20181012           23.2      11.6      16.2
INNLUZ 20181013           21.8      10.8      15.6
INNLUZ 20181014           22.6      10.4      14.6
INNLUZ 20181015           22.5      10.0      15.0
INNLUZ 20181016           20.9      10.3      14.2
INNLUZ 20181017           20.1       9.5      14.0
INNLUZ 20181018           19.1      10.2      13.7
INNLUZ 20181019           14.4      10.2      12.1
INNLUZ 20181020           15.7       9.7      12.6
INNLUZ 20181021           13.1       9.1      11.0
INNLUZ 20181022           13.3       6.6       9.3
INNLUZ 20181023           15.3       5.9      10.9
INNLUZ 20181024           17.0      11.5      13.8
INNLUZ 20181025           18.6       9.4      13.3
INNLUZ 20181026           15.0       9.6      11.6
INNLUZ 20181027            9.8       4.7       7.4
INNLUZ 20181028              -         -       4.1
INNLUZ 20181029            8.6       4.1       5.5
INNLUZ 20181030            8.6       3.1       5.5
INNLUZ 20181031            9.1       2.7       6.0
INNLUZ 20181101           13.8       4.9       8.8
INNLUZ 20181102           12.4       8.9      10.6
INNLUZ 20181103           11.8       9.9      10.8
INNLUZ 20181104           11.6       9.1      10.3
INNLUZ 20181105           13.3       7.0       9.5
INNLUZ 20181106           15.9       6.9      10.7
INNLUZ 20181107           15.1       7.2      10.9
INNLUZ 20181108              -         -      11.3
INNLUZ 20181109           11.5       7.5       9.5
INNLUZ 20181110           12.5       6.0       9.5
INNLUZ 20181111           16.3       8.5      11.8
INNLUZ 20181112           16.4       6.8      10.3
INNLUZ 20181113           12.0       7.9      10.1
INNLUZ 20181114           10.4       8.7       9.6
INNLUZ 20181115            9.3       7.8       8.5
INNLUZ 20181116            8.2       5.8       7.0
INNLUZ 20181117            7.1       4.3       5.6
INNLUZ 20181118            4.4       2.3       3.1
INNLUZ 20181119            3.5       1.9       2.5
INNLUZ 20181120            5.2       1.6       2.6
INNLUZ 20181121            4.0       1.3       2.9
INNLUZ 20181122            5.6       3.3       4.2
INNLUZ 20181123            4.3       2.8       3.6
INNLUZ 20181124            8.7       3.9       5.8
INNLUZ 20181125            4.7       2.9       3.8
INNLUZ 20181126            5.0       3.7       4.4
INNLUZ 20181127            4.8       3.0       4.3
INNLUZ 20181128            6.0       1.4       3.8
INNLUZ 20181129            7.3       2.8       4.8
INNLUZ 20181130            7.0       3.4       5.7
INNLUZ 20181201            8.6       4.4       6.2
INNLUZ 20181202            8.9       5.2       7.2
INNLUZ 20181203           13.1       8.8      10.5
INNLUZ 20181204           10.0       7.9       9.0
INNLUZ 20181205            9.9       7.6       8.5
INNLUZ 20181206           11.3       7.8       9.1
INNLUZ 20181207           12.6       6.2       9.0
INNLUZ 20181208           11.2       6.3       8.4
INNLUZ 20181209           13.4       6.4       8.3
INNLUZ 20181210            6.7       4.0       5.4
INNLUZ 20181211              -         -       3.7
INNLUZ 20181212            2.8      -0.7       0.7
INNLUZ 20181213            1.9      -2.4       0.1
INNLUZ 20181214            1.3      -0.6       0.4
INNLUZ 20181215            1.5      -0.8       0.3
INNLUZ 20181216            3.6      -0.6       1.9
INNLUZ 20181217            5.4       1.3       3.5
INNLUZ 20181218            2.0       0.1       1.1
INNLUZ 20181219            6.3       1.2       3.7
INNLUZ 20181220            8.2       3.0       4.8
INNLUZ 20181221            7.5       2.6       5.6
INNLUZ 20181222           13.5       7.2      11.5
INNLUZ 20181223           11.8       8.1       9.1
INNLUZ 20181224           13.8       4.3       8.0
INNLUZ 20181225            4.2       1.0       2.5
INNLUZ 20181226            2.6       0.7       1.6
INNLUZ 20181227            1.8       0.1       1.0
INNLUZ 20181228            5.1      -0.2       2.2
INNLUZ 20181229            3.0       1.7       2.3
INNLUZ 20181230            5.5       1.6       3.5
INNLUZ 20181231            7.2       4.0       5.8

stn    time           tre200dx  tre200dn  tre200d0
NEU    20180101            7.4       3.8       5.3
NEU    20180102            6.5       3.5       5.0
NEU    20180103           11.4       4.6       7.1
NEU    20180104           10.9       3.5       8.0
NEU    20180105           11.0       8.3       9.9
NEU    20180106            9.0       5.8       7.0
NEU    20180107            7.4       4.6       6.4
NEU    20180108            6.1       3.9       4.8
NEU    20180109            6.8       3.3       5.0
NEU    20180110            4.5       0.7       3.2
NEU    20180111            6.6       3.7       4.6
NEU    20180112            5.0       3.3       4.0
NEU    20180113            4.9      -0.2       2.8
NEU    20180114            0.0      -1.1      -0.4
NEU    20180115            8.0      -0.9       2.5
NEU    20180116           10.1       4.7       6.6
NEU    20180117            6.7       1.0       3.7
NEU    20180118            6.6       1.8       4.1
NEU    20180119            7.8       2.8       5.1
NEU    20180120            8.7       2.0       3.8
NEU    20180121            8.1       3.7       5.4
NEU    20180122            9.8       5.8       8.1
NEU    20180123            9.8       4.6       6.9
NEU    20180124            9.0       2.8       6.1
NEU    20180125           11.6       5.9       8.3
NEU    20180126            7.7       4.6       5.4
NEU    20180127            6.5       4.5       5.6
NEU    20180128            6.7       3.5       5.2
NEU    20180129            4.7       2.3       3.2
NEU    20180130            6.8       2.3       4.5
NEU    20180131            8.8       2.9       6.1
NEU    20180201            5.9       0.9       3.6
NEU    20180202            4.7      -1.6       1.7
NEU    20180203            5.7      -0.4       1.7
NEU    20180204            3.3      -0.9       1.5
NEU    20180205            2.2      -0.3       0.9
NEU    20180206            0.8      -1.1      -0.3
NEU    20180207            2.6      -0.3       1.0
NEU    20180208            3.3       0.0       1.1
NEU    20180209            3.8       0.0       1.4
NEU    20180210            3.0      -0.7       1.3
NEU    20180211            3.9       0.6       2.1
NEU    20180212            4.9      -2.5       1.1
NEU    20180213            1.4      -4.7      -1.4
NEU    20180214            3.1      -1.2       0.1
NEU    20180215            7.5      -0.8       3.0
NEU    20180216            9.3       5.3       6.9
NEU    20180217            7.9       2.8       4.9
NEU    20180218            3.0       0.8       1.9
NEU    20180219            3.5       0.4       1.7
NEU    20180220            5.5      -0.3       1.6
NEU    20180221            1.2      -1.2       0.1
NEU    20180222            0.3      -2.2      -1.1
NEU    20180223           -1.0      -1.9      -1.5
NEU    20180224            0.0      -1.8      -0.9
NEU    20180225           -1.2      -6.6      -3.8
NEU    20180226           -4.3      -9.3      -7.2
NEU    20180227           -4.6      -9.8      -7.9
NEU    20180228           -2.4     -10.2      -5.8
NEU    20180301           -2.8      -6.6      -4.8
NEU    20180302            3.2      -5.8      -2.0
NEU    20180303            2.6      -3.1       0.0
NEU    20180304            4.1      -0.1       1.4
NEU    20180305            7.3       2.1       4.2
NEU    20180306            5.6       1.5       3.9
NEU    20180307            8.2       3.1       4.9
NEU    20180308           10.9       1.6       6.6
NEU    20180309           13.5       5.7       9.0
NEU    20180310            9.5       4.8       7.4
NEU    20180311            6.5       3.7       5.0
NEU    20180312           10.1       3.9       6.8
NEU    20180313            6.8       4.2       5.3
NEU    20180314           11.4       2.7       6.7
NEU    20180315            7.5       3.2       5.2
NEU    20180316           12.6       3.0       7.5
NEU    20180317            6.7       2.3       5.0
NEU    20180318            4.1       0.9       1.9
NEU    20180319            4.6      -0.8       1.0
NEU    20180320            3.3      -1.5       0.6
NEU    20180321            4.5      -1.0       1.3
NEU    20180322            6.1      -2.5       1.7
NEU    20180323            9.4       1.0       4.6
NEU    20180324           11.3      -0.1       6.1
NEU    20180325           12.4       2.8       7.9
NEU    20180326           11.1       3.8       7.3
NEU    20180327            9.7       4.7       6.4
NEU    20180328           10.4       6.2       8.4
NEU    20180329            8.7       3.1       6.0
NEU    20180330            5.8       1.7       3.6
NEU    20180331            7.2       3.3       4.8
NEU    20180401            7.3       1.4       4.8
NEU    20180402           10.4       0.3       5.6
NEU    20180403           15.8       5.0      10.6
NEU    20180404           14.8       6.4       8.7
NEU    20180405           13.1       6.2       9.1
NEU    20180406           15.1       4.3       9.6
NEU    20180407           19.0       5.4      12.0
NEU    20180408           21.1       9.2      15.0
NEU    20180409           19.6      10.3      14.2
NEU    20180410           11.0       4.9       8.0
NEU    20180411           16.7       3.5      10.6
NEU    20180412           17.3       7.7      12.5
NEU    20180413           17.2       8.0      12.0
NEU    20180414           17.8       7.6      13.1
NEU    20180415           18.7       9.1      14.2
NEU    20180416           18.2      11.2      14.4
NEU    20180417           22.0       9.0      15.6
NEU    20180418           23.5      12.6      18.4
NEU    20180419           24.6      10.1      17.6
NEU    20180420           24.4      11.5      17.9
NEU    20180421           25.2      11.4      18.2
NEU    20180422           25.4      12.6      18.9
NEU    20180423           23.1      10.6      15.8
NEU    20180424           21.9       9.7      15.6
NEU    20180425           23.8      11.6      17.1
NEU    20180426           16.7       8.7      13.2
NEU    20180427           22.8       7.9      15.3
NEU    20180428           21.1      12.3      16.6
NEU    20180429           21.4       9.5      16.2
NEU    20180430           16.0       8.4      11.9
NEU    20180501           12.8       8.1      10.2
NEU    20180502           13.1       7.8      11.1
NEU    20180503           14.6       8.9      12.2
NEU    20180504           18.2      13.6      15.9
NEU    20180505           22.1      14.6      18.6
NEU    20180506           24.3      13.9      19.6
NEU    20180507           25.0      12.9      18.2
NEU    20180508           24.1      10.4      17.6
NEU    20180509           20.5      11.9      14.8
NEU    20180510           14.0      10.4      12.6
NEU    20180511           20.1       8.9      15.1
NEU    20180512           23.5      10.7      16.7
NEU    20180513           13.4       9.6      11.1
NEU    20180514           13.2       8.8      10.7
NEU    20180515           14.8       9.7      11.2
NEU    20180516           13.2       8.5      10.6
NEU    20180517           17.8       7.1      11.9
NEU    20180518           21.6       9.5      15.1
NEU    20180519           20.8      10.5      14.7
NEU    20180520           20.0      10.0      15.1
NEU    20180521           21.9      12.0      16.6
NEU    20180522           23.1      11.8      16.9
NEU    20180523           19.6      13.4      15.6
NEU    20180524           23.5      13.1      17.6
NEU    20180525           25.6      12.7      19.7
NEU    20180526           25.1      15.6      20.0
NEU    20180527           25.7      15.5      19.5
NEU    20180528           23.7      14.3      18.6
NEU    20180529           22.5      14.4      17.6
NEU    20180530           23.7      12.9      18.3
NEU    20180531           22.6      13.6      16.8
NEU    20180601           23.8      12.7      18.1
NEU    20180602           24.2      13.7      19.3
NEU    20180603           25.2      15.7      20.1
NEU    20180604           23.3      15.4      18.9
NEU    20180605           24.4      16.3      20.1
NEU    20180606           24.7      15.7      19.0
NEU    20180607           24.0      16.3      19.5
NEU    20180608           24.5      16.5      19.2
NEU    20180609           24.4      15.5      20.0
NEU    20180610           26.9      16.5      21.5
NEU    20180611           20.6      15.4      18.6
NEU    20180612           20.5      14.8      17.0
NEU    20180613           15.6      11.9      14.3
NEU    20180614           20.5      12.0      16.3
NEU    20180615           23.7      13.4      18.5
NEU    20180616           24.2      13.3      19.5
NEU    20180617           23.1      16.8      19.5
NEU    20180618           24.1      15.8      19.7
NEU    20180619           27.1      15.2      21.5
NEU    20180620           28.1      17.0      22.7
NEU    20180621           28.4      16.6      22.5
NEU    20180622           20.6      11.8      16.5
NEU    20180623           22.3      11.5      16.9
NEU    20180624           23.1      13.4      17.4
NEU    20180625           22.4      13.5      18.7
NEU    20180626           26.0      14.9      20.9
NEU    20180627           25.7      17.0      21.1
NEU    20180628           24.2      16.2      19.7
NEU    20180629           24.8      15.6      20.1
NEU    20180630           29.7      16.5      23.1
NEU    20180701           32.2      19.0      24.9
NEU    20180702           31.3      18.3      23.7
NEU    20180703           24.0      15.8      18.8
NEU    20180704           28.2      16.3      21.9
NEU    20180705           23.5      16.3      18.7
NEU    20180706           20.6      15.7      17.7
NEU    20180707           25.5      14.8      20.4
NEU    20180708           26.8      15.8      21.7
NEU    20180709           27.9      17.1      22.5
NEU    20180710           26.1      16.8      20.4
NEU    20180711           22.8      13.8      18.4
NEU    20180712           24.4      13.2      19.3
NEU    20180713           27.2      14.5      21.3
NEU    20180714           27.5      17.0      22.4
NEU    20180715           26.3      14.6      19.1
NEU    20180716           27.0      13.4      20.4
NEU    20180717           26.6      17.1      21.2
NEU    20180718           28.4      15.4      21.9
NEU    20180719           29.0      18.5      23.7
NEU    20180720           26.8      16.1      20.2
NEU    20180721           20.0      14.8      17.6
NEU    20180722           25.7      13.9      19.9
NEU    20180723           26.9      16.1      22.2
NEU    20180724           28.9      17.4      23.3
NEU    20180725           30.2      20.0      24.2
NEU    20180726           31.9      18.6      25.8
NEU    20180727           30.9      18.9      24.6
NEU    20180728           21.9      17.2      19.9
NEU    20180729           28.6      15.9      21.9
NEU    20180730           31.7      17.7      24.8
NEU    20180731           32.4      19.6      25.6
NEU    20180801           32.0      20.8      24.3
NEU    20180802           31.4      18.7      25.5
NEU    20180803           34.0      23.3      28.0
NEU    20180804           32.9      22.1      25.5
NEU    20180805           33.8      20.3      26.9
NEU    20180806           30.9      22.2      25.9
NEU    20180807           31.5      20.3      25.2
NEU    20180808           29.6      20.3      24.5
NEU    20180809           25.6      17.8      21.2
NEU    20180810           25.5      15.1      20.2
NEU    20180811           25.5      14.7      20.2
NEU    20180812           30.7      14.2      22.1
NEU    20180813           24.8      16.2      20.2
NEU    20180814           24.6      15.8      19.3
NEU    20180815           26.6      14.8      20.8
NEU    20180816           27.5      15.4      21.4
NEU    20180817           26.5      17.2      20.5
NEU    20180818           27.1      15.9      21.0
NEU    20180819           28.3      17.0      22.8
NEU    20180820           29.7      18.1      23.6
NEU    20180821           29.7      18.0      23.8
NEU    20180822           31.4      17.8      23.8
NEU    20180823           30.5      18.6      23.9
NEU    20180824           25.0      15.2      19.6
NEU    20180825           16.0       9.7      13.6
NEU    20180826           19.5       9.1      14.2
NEU    20180827           24.9      11.5      19.0
NEU    20180828           26.9      15.6      20.7
NEU    20180829           25.1      16.8      19.7
NEU    20180830           21.4      15.5      17.7
NEU    20180831           18.5      12.4      15.3
NEU    20180901           17.8      11.4      14.4
NEU    20180902           16.1      13.3      14.6
NEU    20180903           18.2      11.9      15.5
NEU    20180904           23.4      11.3      17.2
NEU    20180905           24.5      12.7      18.5
NEU    20180906           20.2      14.9      17.0
NEU    20180907           23.5      13.9      18.3
NEU    20180908           23.0      12.1      17.5
NEU    20180909           25.8      12.0      18.8
NEU    20180910           26.6      13.9      20.2
NEU    20180911           27.7      14.0      20.3
NEU    20180912           28.7      15.2      21.1
NEU    20180913           24.7      15.9      18.6
NEU    20180914           23.2      15.1      18.8
NEU    20180915           23.5      14.1      18.3
NEU    20180916           22.1      12.8      17.1
NEU    20180917           25.9      12.9      18.9
NEU    20180918           26.5      15.4      20.1
NEU    20180919           26.3      15.1      20.0
NEU    20180920           27.3      15.3      20.4
NEU    20180921           26.7      13.1      18.6
NEU    20180922           19.9      11.1      16.2
NEU    20180923           27.0      11.9      20.4
NEU    20180924           15.3      10.2      12.1
NEU    20180925           16.5       8.0      12.0
NEU    20180926           18.5       5.7      11.9
NEU    20180927           21.7       9.3      15.0
NEU    20180928           22.9      10.8      16.7
NEU    20180929           16.8      10.3      13.6
NEU    20180930           20.7       8.6      13.6
NEU    20181001           13.4       8.1      10.0
NEU    20181002           12.8       6.4      10.2
NEU    20181003           17.7       9.7      13.3
NEU    20181004           19.2      10.2      14.5
NEU    20181005           20.3       8.9      13.7
NEU    20181006           20.3      11.7      14.9
NEU    20181007           20.0      10.9      15.6
NEU    20181008           18.3      11.9      15.0
NEU    20181009           19.7      12.1      15.1
NEU    20181010           16.6      11.3      13.6
NEU    20181011           19.4      11.3      14.5
NEU    20181012           21.2      10.7      15.6
NEU    20181013           21.5      10.5      15.2
NEU    20181014           21.5      10.2      15.0
NEU    20181015           20.1       9.1      14.5
NEU    20181016           19.7      10.4      14.4
NEU    20181017           19.3       8.8      13.9
NEU    20181018           20.9       9.5      15.2
NEU    20181019           17.4      10.5      13.6
NEU    20181020           17.9       9.2      13.6
NEU    20181021           16.3       7.9      12.0
NEU    20181022           14.9       6.2      10.7
NEU    20181023           15.0       6.6      11.4
NEU    20181024           19.1       9.7      13.1
NEU    20181025           17.0       8.4      11.9
NEU    20181026           14.5       6.0      10.7
NEU    20181027           11.8       3.0       6.5
NEU    20181028            5.3       2.6       3.9
NEU    20181029            8.6       3.5       4.9
NEU    20181030            8.9       2.1       5.0
NEU    20181031            7.5       3.7       5.1
NEU    20181101           13.6       4.5       9.0
NEU    20181102           10.9       6.1       8.9
NEU    20181103           12.7       9.3      10.5
NEU    20181104            9.7       8.3       8.9
NEU    20181105           10.1       7.1       8.6
NEU    20181106           14.1       5.7       9.3
NEU    20181107           12.1       6.3       9.3
NEU    20181108           12.3       7.3       9.4
NEU    20181109            7.6       5.8       6.9
NEU    20181110            8.4       5.9       7.0
NEU    20181111           12.9       7.8       9.6
NEU    20181112           11.5       7.1       8.7
NEU    20181113           10.0       8.1       9.3
NEU    20181114           10.1       8.7       9.5
NEU    20181115            8.7       6.5       7.8
NEU    20181116            6.5       4.4       5.1
NEU    20181117            5.7       3.3       4.3
NEU    20181118            4.1       0.1       2.2
NEU    20181119            2.3      -0.5       1.2
NEU    20181120            2.7      -0.4       0.8
NEU    20181121            2.7       0.3       1.4
NEU    20181122            5.5       1.6       3.4
NEU    20181123            4.7       1.4       2.5
NEU    20181124            9.2       3.6       6.3
NEU    20181125            4.2       1.4       2.6
NEU    20181126            4.2       2.7       3.6
NEU    20181127            5.8       0.7       3.8
NEU    20181128            3.9       0.5       2.3
NEU    20181129            5.8       1.8       3.6
NEU    20181130            5.5       2.3       4.0
NEU    20181201            8.4       4.3       6.3
NEU    20181202            9.5       5.8       8.2
NEU    20181203           11.8       8.9      10.3
NEU    20181204           11.0       5.6       9.0
NEU    20181205            7.8       6.4       7.0
NEU    20181206           11.0       6.5       8.8
NEU    20181207           11.7       5.6       9.1
NEU    20181208            6.8       4.1       5.7
NEU    20181209            8.9       4.7       6.5
NEU    20181210            6.5       2.6       4.6
NEU    20181211            5.7      -0.2       2.8
NEU    20181212            2.2      -0.8       0.6
NEU    20181213            1.7      -1.6       0.1
NEU    20181214            0.9      -1.1      -0.3
NEU    20181215           -0.6      -2.4      -1.1
NEU    20181216            5.5      -2.4       1.9
NEU    20181217            6.6       0.8       3.6
NEU    20181218            4.0       0.2       1.6
NEU    20181219            4.3       0.5       2.6
NEU    20181220            7.3       3.5       5.6
NEU    20181221            9.1       6.0       7.4
NEU    20181222           11.6       9.1      10.3
NEU    20181223           10.3       8.4       9.3
NEU    20181224           10.1       2.3       6.5
NEU    20181225            3.8      -0.4       1.8
NEU    20181226            0.8      -1.5      -0.5
NEU    20181227            0.9      -1.7      -0.3
NEU    20181228            2.2      -0.3       0.8
NEU    20181229            0.9      -0.3       0.3
NEU    20181230            5.3       0.8       2.8
NEU    20181231            8.1       2.4       5.1

stn    time           tre200dx  tre200dn  tre200d0
CGI    20180101            7.2       4.2       5.4
CGI    20180102            5.9       3.1       4.5
CGI    20180103           12.6       4.1       7.3
CGI    20180104           11.3       3.6       8.0
CGI    20180105           11.9       8.3       9.9
CGI    20180106            9.1       6.0       7.8
CGI    20180107            7.2       4.2       5.9
CGI    20180108            6.9       3.2       4.5
CGI    20180109            7.8       2.5       5.2
CGI    20180110            5.7       0.6       3.8
CGI    20180111            7.8       3.7       5.2
CGI    20180112            6.1       1.6       4.1
CGI    20180113            4.8       0.1       2.6
CGI    20180114            2.1      -0.4       0.9
CGI    20180115            8.1       0.0       3.3
CGI    20180116           10.5       4.8       7.0
CGI    20180117            7.7       1.2       3.8
CGI    20180118            6.8       1.7       4.0
CGI    20180119            7.5       2.8       5.6
CGI    20180120           10.3       1.0       3.0
CGI    20180121            9.4       4.4       6.2
CGI    20180122           10.4       5.8       8.3
CGI    20180123           10.6       3.7       7.2
CGI    20180124            9.8       1.5       6.0
CGI    20180125           13.4       4.4       8.8
CGI    20180126            8.1       4.7       6.2
CGI    20180127            7.3       4.8       6.2
CGI    20180128            6.2       1.5       4.3
CGI    20180129            4.1       1.2       2.5
CGI    20180130            7.3       3.3       4.9
CGI    20180131            8.8       4.3       6.3
CGI    20180201            5.7       0.7       3.6
CGI    20180202            4.7      -1.5       1.8
CGI    20180203            4.2      -1.5       1.4
CGI    20180204            3.7      -2.0       1.3
CGI    20180205            2.9       0.2       1.6
CGI    20180206            3.7      -0.7       1.2
CGI    20180207            2.0       1.0       1.6
CGI    20180208            4.7       0.4       2.1
