stn    time           tre200dx  tre200dn  tre200d0
ALT    20181113           19.0       6.5      10.7
ALT    20181114            9.9       4.1       8.0
ALT    20181115            8.9       1.5       5.8
ALT    20181116            7.2       3.8       5.8
ALT    20181117            7.3       0.7       4.4
ALT    20181118            4.4       0.8       3.1
ALT    20181119            4.0      -2.6       2.0
ALT    20181120            4.6      -2.0       1.5
ALT    20181121            4.4      -0.3       3.1
ALT    20181122            7.6      -0.6       3.4
ALT    20181123           14.9      -1.8       4.2
ALT    20181124            7.7      -0.3       4.9
ALT    20181125            6.2      -1.1       3.0
ALT    20181126            5.3       3.1       4.5
ALT    20181127            5.1       2.6       4.4
ALT    20181128            6.1      -1.3       2.7
ALT    20181129            7.8      -0.4       4.1
ALT    20181130            8.8       1.1       5.5
ALT    20181201            9.5       2.0       5.4
ALT    20181202           10.5       2.9       7.2
ALT    20181203           12.1       8.2       9.8
ALT    20181204            9.8       2.6       7.4
ALT    20181205            9.7       3.4       6.8
ALT    20181206           10.5       5.1       7.8
ALT    20181207           11.2       2.8       7.5
ALT    20181208            9.3       5.1       7.2
ALT    20181209           10.7       5.3       7.5
ALT    20181210            7.5       4.5       6.0
ALT    20181211            6.0      -1.6       3.0
ALT    20181212            1.9      -5.4      -1.8
ALT    20181213            1.6      -7.7      -1.8
ALT    20181214            2.0      -0.7       0.5
ALT    20181215            1.6      -5.0      -1.2
ALT    20181216            2.3      -2.2       0.9
ALT    20181217            4.9      -1.2       2.6
ALT    20181218            4.8      -3.1       0.2
ALT    20181219            7.9      -0.1       3.4
ALT    20181220            6.6      -0.8       3.4
ALT    20181221            7.4      -0.6       4.3
ALT    20181222            9.1       6.3       7.6
ALT    20181223            8.6       5.1       7.0
ALT    20181224           13.3       0.5       6.0
ALT    20181225            4.1      -3.8      -0.2
ALT    20181226            3.0      -4.8      -0.6
ALT    20181227            0.9      -0.9      -0.1
ALT    20181228            4.8      -1.2       1.8
ALT    20181229            3.2      -0.7       1.8
ALT    20181230            4.9       0.4       2.8
ALT    20181231            6.1       2.6       4.5

stn    time           tre200dx  tre200dn  tre200d0
ANT    20180101            3.3      -3.4      -0.3
ANT    20180102           -0.1      -4.2      -2.6
ANT    20180103            7.1      -2.7       0.6
ANT    20180104            5.4      -2.3       0.5
ANT    20180105            8.9      -2.3       3.1
ANT    20180106            4.5       2.1       3.5
ANT    20180107            5.1       2.2       3.2
ANT    20180108            5.9       2.1       4.0
ANT    20180109            3.5      -0.3       1.6
ANT    20180110            1.6      -5.4      -0.8
ANT    20180111           -2.0      -7.3      -4.1
ANT    20180112           -1.1     -11.9      -4.2
ANT    20180113            1.3     -14.6      -7.7
ANT    20180114            0.0     -16.9     -10.1
ANT    20180115           -0.3     -19.3      -8.3
ANT    20180116            4.4      -2.8      -0.1
ANT    20180117            0.7      -6.0      -3.8
ANT    20180118            3.3      -5.4      -1.5
ANT    20180119            3.6      -4.2      -1.4
ANT    20180120            1.3      -6.6      -3.4
ANT    20180121            1.6      -4.0      -1.4
ANT    20180122            2.2      -3.2       0.5
ANT    20180123            1.5      -8.4      -1.3
ANT    20180124            7.6     -12.1      -1.2
ANT    20180125            3.8       1.3       2.5
ANT    20180126            3.9       1.9       2.8
ANT    20180127            5.2     -10.4      -1.0
ANT    20180128            0.2     -14.0      -7.5
ANT    20180129            0.1     -16.5      -8.4
ANT    20180130            0.4     -12.6      -7.6
ANT    20180131            4.4     -14.9      -4.0
ANT    20180201            0.9     -12.0      -3.0
ANT    20180202           -6.0     -15.0     -10.0
ANT    20180203           -4.8     -19.8      -9.5
ANT    20180204           -4.1     -20.6     -11.2
ANT    20180205           -1.1      -4.0      -2.7
ANT    20180206            0.2      -8.0      -1.9
ANT    20180207           -4.2      -7.9      -5.2
ANT    20180208           -2.0     -15.5      -6.9
ANT    20180209            0.9     -17.3      -8.2
ANT    20180210           -5.0     -12.5      -6.8
ANT    20180211            2.5     -13.2      -4.6
ANT    20180212           -3.2      -9.0      -6.3
ANT    20180213           -4.9     -26.9     -13.4
ANT    20180214           -3.4     -20.5     -12.7
ANT    20180215            1.8     -19.2      -3.9
ANT    20180216            2.3      -4.6       0.2
ANT    20180217            4.7      -4.6       1.0
ANT    20180218           -1.7     -11.3      -4.9
ANT    20180219           -3.2     -21.8     -11.3
ANT    20180220           -4.0      -9.3      -6.9
ANT    20180221           -4.8     -17.0      -8.1
ANT    20180222           -5.8     -19.3     -10.7
ANT    20180223            1.4     -13.4      -8.3
ANT    20180224            6.1      -6.6      -0.4
ANT    20180225           -4.0     -13.4      -9.5
ANT    20180226          -12.6     -18.7     -15.0
ANT    20180227          -13.1     -25.3     -19.2
ANT    20180228           -8.8     -23.4     -12.6
ANT    20180301            0.2      -9.8      -4.8
ANT    20180302            4.4      -8.3      -0.8
ANT    20180303            2.9     -12.3      -3.1
ANT    20180304            4.3     -12.9      -1.8
ANT    20180305            3.2      -3.0       1.5
ANT    20180306            1.3      -7.3      -2.1
ANT    20180307           -0.4      -8.9      -3.3
ANT    20180308            2.3     -14.9      -3.0
ANT    20180309            5.1      -4.1       1.8
ANT    20180310            4.4       1.7       3.1
ANT    20180311            4.8       1.5       3.4
ANT    20180312            5.0      -0.2       2.0
ANT    20180313            3.9      -4.8       0.0
ANT    20180314            5.2      -5.4       0.5
ANT    20180315            3.1      -2.0       2.0
ANT    20180316            4.3      -7.7      -0.6
ANT    20180317            2.8      -3.1       0.0
ANT    20180318           -0.7      -6.6      -3.2
ANT    20180319           -2.3      -5.9      -4.7
ANT    20180320           -5.4      -8.7      -7.0
ANT    20180321           -4.4     -17.7      -8.3
ANT    20180322           -1.9     -24.6     -10.1
ANT    20180323            1.7      -8.7      -3.3
ANT    20180324            2.1      -9.4      -1.4
ANT    20180325            4.8     -12.3      -2.2
ANT    20180326            1.4      -1.5      -0.4
ANT    20180327            2.0      -2.3      -0.5
ANT    20180328            6.9      -0.5       2.5
ANT    20180329            2.0      -4.7      -0.3
ANT    20180330            4.3      -4.1       0.8
ANT    20180331            0.3      -3.6      -1.4
ANT    20180401            1.3      -6.2      -1.3
ANT    20180402            6.3      -9.9       1.1
ANT    20180403            5.4       2.8       3.6
ANT    20180404            5.3       1.8       3.4
ANT    20180405            4.7      -2.5       1.8
ANT    20180406            8.9      -4.3       3.5
ANT    20180407            9.8       1.5       6.5
ANT    20180408            7.5       4.0       6.0
ANT    20180409            7.0       2.5       4.9
ANT    20180410            6.2       1.9       3.9
ANT    20180411            5.4       1.1       3.3
ANT    20180412            5.3       0.7       3.2
ANT    20180413            6.1       1.6       3.8
ANT    20180414            9.3       1.8       5.9
ANT    20180415           10.3      -0.4       5.0
ANT    20180416            6.5       0.7       3.4
ANT    20180417           11.3      -1.6       4.4
ANT    20180418           14.0      -2.7       5.2
ANT    20180419           14.4      -3.1       5.3
ANT    20180420           14.5      -1.9       6.1
ANT    20180421           15.4      -2.7       6.2
ANT    20180422           15.9      -1.2       6.9
ANT    20180423           17.2      -0.1       8.0
ANT    20180424           16.3       2.3       8.0
ANT    20180425           16.9       1.5       8.9
ANT    20180426            6.6       1.3       4.4
ANT    20180427           13.8      -0.8       8.7
ANT    20180428           13.6       6.2       9.6
ANT    20180429           11.1       4.7       8.1
ANT    20180430            8.7       2.8       5.6
ANT    20180501            6.9       2.1       3.3
ANT    20180502            9.9       2.7       5.7
ANT    20180503           11.3       3.5       5.8
ANT    20180504           15.9       3.0       9.6
ANT    20180505           18.2       5.0      11.2
ANT    20180506           18.8       3.0      11.5
ANT    20180507           17.4       3.3      10.9
ANT    20180508           17.6       2.8      11.1
ANT    20180509           14.5       3.8       9.0
ANT    20180510           12.0       3.3       6.8
ANT    20180511           16.4       2.5       9.3
ANT    20180512           16.5       1.1       9.9
ANT    20180513           14.2       4.4       9.7
